hotspot_id,CHI,CHI_category,hotspot_rank,dominant_junction,dominant_police_station,explainability
HS_89618925a93ffff,26.76026965470139,Low,2072,No Junction,Ashok Nagar,"CHI = 27 | 10.6% Junction, 29.0% Vehicle, 26.4% Violation, 18.4% Density, 1.9% Recurrence, 13.7% Temporal"
HS_896014582cbffff,26.756631771387816,Low,2073,No Junction,Rajajinagar,"CHI = 27 | 10.6% Junction, 29.7% Vehicle, 36.3% Violation, 16.2% Density, 1.9% Recurrence, 5.3% Temporal"
HS_89618924957ffff,26.756631771387816,Low,2074,No Junction,Thalagattapura,"CHI = 27 | 10.6% Junction, 36.3% Vehicle, 29.7% Violation, 16.2% Density, 1.9% Recurrence, 5.3% Temporal"
HS_8961892498bffff,26.756631771387816,Low,2075,No Junction,Thalagattapura,"CHI = 27 | 10.6% Junction, 26.4% Vehicle, 39.6% Violation, 16.2% Density, 1.9% Recurrence, 5.3% Temporal"
HS_8961892c9c3ffff,26.756631771387816,Low,2076,No Junction,Hebbala,"CHI = 27 | 10.6% Junction, 26.4% Vehicle, 39.6% Violation, 16.2% Density, 1.9% Recurrence, 5.3% Temporal"
HS_8961892565bffff,26.737903273320818,Low,2077,No Junction,HAL Old Airport,"CHI = 27 | 10.6% Junction, 26.4% Vehicle, 46.2% Violation, 10.2% Density, 1.3% Recurrence, 5.3% Temporal"
HS_89618924cafffff,26.737903273320818,Low,2078,No Junction,Thalagattapura,"CHI = 27 | 10.6% Junction, 33.0% Vehicle, 39.6% Violation, 10.2% Density, 1.3% Recurrence, 5.3% Temporal"
HS_8961892e107ffff,26.737903273320818,Low,2079,No Junction,Banaswadi,"CHI = 27 | 10.6% Junction, 33.0% Vehicle, 39.6% Violation, 10.2% Density, 1.3% Recurrence, 5.3% Temporal"
HS_8960145965bffff,26.737903273320818,Low,2080,No Junction,Kodigehalli,"CHI = 27 | 10.6% Junction, 33.0% Vehicle, 39.6% Violation, 10.2% Density, 1.3% Recurrence, 5.3% Temporal"
HS_89618925e9bffff,26.737903273320818,Low,2081,No Junction,Ashok Nagar,"CHI = 27 | 10.6% Junction, 33.0% Vehicle, 39.6% Violation, 10.2% Density, 1.3% Recurrence, 5.3% Temporal"
HS_896189254d7ffff,26.737903273320818,Low,2082,No Junction,HAL Old Airport,"CHI = 27 | 10.6% Junction, 39.6% Vehicle, 33.0% Violation, 10.2% Density, 1.3% Recurrence, 5.3% Temporal"
HS_8960145968fffff,26.737903273320818,Low,2083,No Junction,Kodigehalli,"CHI = 27 | 10.6% Junction, 33.0% Vehicle, 39.6% Violation, 10.2% Density, 1.3% Recurrence, 5.3% Temporal"
HS_89601459177ffff,26.737903273320818,Low,2084,No Junction,Chikkabanavara,"CHI = 27 | 10.6% Junction, 39.6% Vehicle, 33.0% Violation, 10.2% Density, 1.3% Recurrence, 5.3% Temporal"
HS_8961892ea17ffff,26.737903273320818,Low,2085,No Junction,Banaswadi,"CHI = 27 | 10.6% Junction, 33.0% Vehicle, 39.6% Violation, 10.2% Density, 1.3% Recurrence, 5.3% Temporal"
HS_89601458657ffff,26.737903273320818,Low,2086,No Junction,Rajajinagar,"CHI = 27 | 10.6% Junction, 33.0% Vehicle, 39.6% Violation, 10.2% Density, 1.3% Recurrence, 5.3% Temporal"
HS_89601696027ffff,26.691263555596905,Low,2087,No Junction,Yelahanka,"CHI = 27 | 10.6% Junction, 34.0% Vehicle, 26.5% Violation, 21.7% Density, 1.9% Recurrence, 5.3% Temporal"
HS_8961892ec67ffff,26.677900201973227,Low,2088,No Junction,Jeevanbheemanagar,"CHI = 27 | 10.6% Junction, 26.5% Vehicle, 52.9% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89601459c07ffff,26.677900201973227,Low,2089,No Junction,Peenya,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8960145b657ffff,26.677900201973227,Low,2090,No Junction,R.T. Nagar,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89601690037ffff,26.677900201973227,Low,2091,No Junction,Devanahalli Airport,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8960145b24bffff,26.677900201973227,Low,2092,No Junction,Kodigehalli,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8960145b3c3ffff,26.677900201973227,Low,2093,No Junction,Malleshwaram,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8961892445bffff,26.677900201973227,Low,2094,No Junction,Electronic City,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89601459413ffff,26.677900201973227,Low,2095,No Junction,Yeshwanthpura,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8960145b387ffff,26.677900201973227,Low,2096,No Junction,Malleshwaram,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8961892e49bffff,26.677900201973227,Low,2097,No Junction,HAL Old Airport,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89601459c4fffff,26.677900201973227,Low,2098,No Junction,Peenya,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8961892e5dbffff,26.677900201973227,Low,2099,No Junction,HAL Old Airport,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89601692b07ffff,26.677900201973227,Low,2100,No Junction,Chikkajala,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8961892e453ffff,26.677900201973227,Low,2101,No Junction,Mahadevapura,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89601692303ffff,26.677900201973227,Low,2102,No Junction,Chikkajala,"CHI = 27 | 10.6% Junction, 52.9% Vehicle, 26.5% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8960145a49bffff,26.677900201973227,Low,2103,No Junction,Banashankari,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89601696267ffff,26.677900201973227,Low,2104,No Junction,Yelahanka,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8961892e417ffff,26.677900201973227,Low,2105,No Junction,Mahadevapura,"CHI = 27 | 10.6% Junction, 26.5% Vehicle, 52.9% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8960145a473ffff,26.677900201973227,Low,2106,No Junction,Banashankari,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_896016913d3ffff,26.677900201973227,Low,2107,No Junction,Devanahalli Airport,"CHI = 27 | 10.6% Junction, 26.5% Vehicle, 52.9% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89601696527ffff,26.677900201973227,Low,2108,No Junction,Yelahanka,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_896016965bbffff,26.677900201973227,Low,2109,No Junction,Kodigehalli,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8960169106fffff,26.677900201973227,Low,2110,No Junction,Devanahalli Airport,"CHI = 27 | 10.6% Junction, 26.5% Vehicle, 52.9% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_896189209bbffff,26.677900201973227,Low,2111,No Junction,Bellandur,"CHI = 27 | 10.6% Junction, 26.5% Vehicle, 52.9% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8961892e62fffff,26.677900201973227,Low,2112,No Junction,K.R. Pura,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8961892e03bffff,26.677900201973227,Low,2113,No Junction,Mahadevapura,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8961892e297ffff,26.677900201973227,Low,2114,No Junction,K.R. Pura,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8960145a1dbffff,26.677900201973227,Low,2115,No Junction,Banashankari,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8960145aa43ffff,26.677900201973227,Low,2116,No Junction,Jnanabharathi,"CHI = 27 | 10.6% Junction, 26.5% Vehicle, 52.9% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8960145aab7ffff,26.677900201973227,Low,2117,No Junction,Jnanabharathi,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8960145ac53ffff,26.677900201973227,Low,2118,No Junction,Kengeri,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8961892e103ffff,26.677900201973227,Low,2119,No Junction,Banaswadi,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8960145ad63ffff,26.677900201973227,Low,2120,No Junction,Kengeri,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8960145a01bffff,26.677900201973227,Low,2121,No Junction,Banashankari,"CHI = 27 | 10.6% Junction, 26.5% Vehicle, 52.9% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89618922817ffff,26.677900201973227,Low,2122,No Junction,No Police Station,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8960145ae2fffff,26.677900201973227,Low,2123,No Junction,Jnanabharathi,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89618924057ffff,26.677900201973227,Low,2124,No Junction,Hulimavu,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8961892e83bffff,26.677900201973227,Low,2125,No Junction,Pulikeshinagar(F.Town),"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89618920a77ffff,26.677900201973227,Low,2126,No Junction,HAL Old Airport,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8961892e91bffff,26.677900201973227,Low,2127,No Junction,Pulikeshinagar(F.Town),"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89601458267ffff,26.677900201973227,Low,2128,No Junction,Peenya,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89601458133ffff,26.677900201973227,Low,2129,No Junction,Kamakshipalya,"CHI = 27 | 10.6% Junction, 26.5% Vehicle, 52.9% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8961892534bffff,26.677900201973227,Low,2130,No Junction,Jeevanbheemanagar,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8961892601bffff,26.677900201973227,Low,2131,No Junction,Electronic City,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89618924edbffff,26.677900201973227,Low,2132,No Junction,Mico Layout,"CHI = 27 | 10.6% Junction, 26.5% Vehicle, 52.9% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8961892cd07ffff,26.677900201973227,Low,2133,No Junction,R.T. Nagar,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8960145910bffff,26.677900201973227,Low,2134,No Junction,Peenya,"CHI = 27 | 10.6% Junction, 26.5% Vehicle, 52.9% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8960145903bffff,26.677900201973227,Low,2135,No Junction,Jalahalli,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89601459033ffff,26.677900201973227,Low,2136,No Junction,Jalahalli,"CHI = 27 | 10.6% Junction, 26.5% Vehicle, 52.9% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89601458243ffff,26.677900201973227,Low,2137,No Junction,Rajajinagar,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89618925dc7ffff,26.677900201973227,Low,2138,No Junction,Mico Layout,"CHI = 27 | 10.6% Junction, 26.5% Vehicle, 52.9% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8961892cb5bffff,26.677900201973227,Low,2139,No Junction,Hebbala,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89618925cc7ffff,26.677900201973227,Low,2140,No Junction,Adugodi,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89618925a9bffff,26.677900201973227,Low,2141,No Junction,Ashok Nagar,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_896014582c7ffff,26.677900201973227,Low,2142,No Junction,Rajajinagar,"CHI = 27 | 10.6% Junction, 26.5% Vehicle, 52.9% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8960145842fffff,26.677900201973227,Low,2143,No Junction,Kamakshipalya,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89618925593ffff,26.677900201973227,Low,2144,No Junction,Bellandur,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89601458583ffff,26.677900201973227,Low,2145,No Junction,Jnanabharathi,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8961892cc67ffff,26.677900201973227,Low,2146,No Junction,K.G. Halli,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_896014591cfffff,26.677900201973227,Low,2147,No Junction,Peenya,"CHI = 27 | 10.6% Junction, 26.5% Vehicle, 52.9% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89618924e33ffff,26.677900201973227,Low,2148,No Junction,J.P. Nagar,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_896014580b7ffff,26.677900201973227,Low,2149,No Junction,Jnanabharathi,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89601451847ffff,26.677900201973227,Low,2150,No Junction,Kengeri,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89601459313ffff,26.677900201973227,Low,2151,No Junction,Jalahalli,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8961892c5a7ffff,26.677900201973227,Low,2152,No Junction,Banaswadi,"CHI = 27 | 10.6% Junction, 26.5% Vehicle, 52.9% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89618924bb3ffff,26.677900201973227,Low,2153,No Junction,K.S. Layout,"CHI = 27 | 10.6% Junction, 26.5% Vehicle, 52.9% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8961892c933ffff,26.677900201973227,Low,2154,No Junction,Kodigehalli,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8960145141bffff,26.677900201973227,Low,2155,No Junction,Thalagattapura,"CHI = 27 | 10.6% Junction, 26.5% Vehicle, 52.9% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8960145166bffff,26.677900201973227,Low,2156,No Junction,K.S. Layout,"CHI = 27 | 10.6% Junction, 26.5% Vehicle, 52.9% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8961892a947ffff,26.677900201973227,Low,2157,No Junction,K.R. Pura,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8961892623bffff,26.677900201973227,Low,2158,No Junction,Electronic City,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8961892f60bffff,26.677900201973227,Low,2159,No Junction,K.R. Pura,"CHI = 27 | 10.6% Junction, 26.5% Vehicle, 52.9% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8961892711bffff,26.677900201973227,Low,2160,No Junction,Electronic City,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8961892f533ffff,26.677900201973227,Low,2161,No Junction,K.R. Pura,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_896189263c3ffff,26.677900201973227,Low,2162,No Junction,Electronic City,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8961892ca2bffff,26.677900201973227,Low,2163,No Junction,Hebbala,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89618926293ffff,26.677900201973227,Low,2164,No Junction,Electronic City,"CHI = 27 | 10.6% Junction, 39.7% Vehicle, 39.7% Violation, 4.0% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8961892ee53ffff,26.670133027721043,Low,2165,No Junction,Banaswadi,"CHI = 27 | 10.6% Junction, 31.4% Vehicle, 28.1% Violation, 23.2% Density, 1.3% Recurrence, 5.3% Temporal"
HS_8961892e243ffff,26.616232212254292,Low,2166,No Junction,K.R. Pura,"CHI = 27 | 10.6% Junction, 34.5% Vehicle, 29.2% Violation, 18.5% Density, 1.9% Recurrence, 5.3% Temporal"
HS_8961892c92fffff,26.58400834060467,Low,2167,No Junction,Kodigehalli,"CHI = 27 | 10.6% Junction, 36.5% Vehicle, 29.9% Violation, 16.3% Density, 1.3% Recurrence, 5.3% Temporal"
HS_8960169739bffff,26.56428052479276,Low,2168,No Junction,Chikkajala,"CHI = 27 | 10.6% Junction, 33.2% Vehicle, 39.9% Violation, 10.3% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8960145a84fffff,26.56428052479276,Low,2169,No Junction,Jnanabharathi,"CHI = 27 | 10.6% Junction, 33.2% Vehicle, 39.9% Violation, 10.3% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89618925e67ffff,26.56428052479276,Low,2170,No Junction,Ashok Nagar,"CHI = 27 | 10.6% Junction, 33.2% Vehicle, 39.9% Violation, 10.3% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89618925383ffff,26.56428052479276,Low,2171,No Junction,HAL Old Airport,"CHI = 27 | 10.6% Junction, 33.2% Vehicle, 39.9% Violation, 10.3% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8961892cddbffff,26.56428052479276,Low,2172,No Junction,K.G. Halli,"CHI = 27 | 10.6% Junction, 33.2% Vehicle, 39.9% Violation, 10.3% Density, 0.7% Recurrence, 5.3% Temporal"
HS_896189246a7ffff,26.56428052479276,Low,2173,No Junction,Electronic City,"CHI = 27 | 10.6% Junction, 33.2% Vehicle, 39.9% Violation, 10.3% Density, 0.7% Recurrence, 5.3% Temporal"
HS_896014591dbffff,26.56428052479276,Low,2174,No Junction,Jalahalli,"CHI = 27 | 10.6% Junction, 39.9% Vehicle, 33.2% Violation, 10.3% Density, 0.7% Recurrence, 5.3% Temporal"
HS_896014593cfffff,26.56428052479276,Low,2175,No Junction,Jalahalli,"CHI = 27 | 10.6% Junction, 33.2% Vehicle, 39.9% Violation, 10.3% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8961892dd57ffff,26.563477403375757,Low,2176,No Junction,Hennuru,"CHI = 27 | 10.6% Junction, 28.2% Vehicle, 29.9% Violation, 23.3% Density, 2.6% Recurrence, 5.3% Temporal"
HS_8961892e4afffff,26.49695034572286,Low,2177,No Junction,Mahadevapura,"CHI = 26 | 10.7% Junction, 28.3% Vehicle, 31.7% Violation, 23.4% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89618924bd3ffff,26.41138490982152,Low,2178,No Junction,K.S. Layout,"CHI = 26 | 10.7% Junction, 40.1% Vehicle, 26.7% Violation, 16.5% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89601690c27ffff,26.41138490982152,Low,2179,No Junction,Chikkajala,"CHI = 26 | 10.7% Junction, 40.1% Vehicle, 26.7% Violation, 16.5% Density, 0.7% Recurrence, 5.3% Temporal"
HS_8960169449bffff,26.41138490982152,Low,2180,No Junction,Yelahanka,"CHI = 26 | 10.7% Junction, 26.7% Vehicle, 40.1% Violation, 16.5% Density, 0.7% Recurrence, 5.3% Temporal"
HS_896189219a7ffff,26.41138490982152,Low,2181,No Junction,Whitefield,"CHI = 26 | 10.7% Junction, 40.1% Vehicle, 26.7% Violation, 16.5% Density, 0.7% Recurrence, 5.3% Temporal"
HS_89618924127ffff,26.41138490982152,Low,2182,No Junction,Hulimavu,"CHI = 26 | 10.7% Junction, 26.7% Vehicle, 40.1% Violation, 16.5% Density, 0.7% Recurrence, 5.3% Temporal"
HS_896016900abffff,26.380132851758674,Low,2183,No Junction,Devanahalli Airport,"CHI = 26 | 10.7% Junction, 40.2% Vehicle, 26.8% Violation, 10.4% Density, 1.3% Recurrence, 10.7% Temporal"
HS_8960145a5b3ffff,26.380132851758674,Low,2184,No Junction,K.S. Layout,"CHI = 26 | 10.7% Junction, 26.8% Vehicle, 40.2% Violation, 10.4% Density, 1.3% Recurrence, 10.7% Temporal"
HS_8960169603bffff,26.34620188869527,Low,2185,No Junction,Yelahanka,"CHI = 26 | 10.7% Junction, 29.0% Vehicle, 31.3% Violation, 20.4% Density, 3.2% Recurrence, 5.4% Temporal"
HS_8961892c9cbffff,26.222920000768372,Low,2186,No Junction,Hebbala,"CHI = 26 | 10.8% Junction, 26.9% Vehicle, 32.0% Violation, 23.6% Density, 1.3% Recurrence, 5.4% Temporal"
HS_8961892e253ffff,26.159116771574308,Low,2187,No Junction,K.R. Pura,"CHI = 26 | 10.8% Junction, 30.9% Vehicle, 27.0% Violation, 22.2% Density, 3.8% Recurrence, 5.4% Temporal"
HS_89618924103ffff,26.11957883121066,Low,2188,No Junction,Hulimavu,"CHI = 26 | 10.8% Junction, 28.5% Vehicle, 27.0% Violation, 25.0% Density, 3.2% Recurrence, 5.4% Temporal"
HS_8960145946bffff,26.11045641503409,Low,2189,No Junction,Jalahalli,"CHI = 26 | 10.8% Junction, 28.7% Vehicle, 28.7% Violation, 23.7% Density, 2.6% Recurrence, 5.4% Temporal"
HS_8961892c377ffff,26.06600236107518,Low,2190,No Junction,Hennuru,"CHI = 26 | 10.8% Junction, 27.1% Vehicle, 40.6% Violation, 14.1% Density, 1.9% Recurrence, 5.4% Temporal"
HS_8961892e42fffff,26.06600236107518,Low,2191,No Junction,Mahadevapura,"CHI = 26 | 10.8% Junction, 40.6% Vehicle, 27.1% Violation, 14.1% Density, 1.9% Recurrence, 5.4% Temporal"
HS_896189253afffff,26.06600236107518,Low,2192,No Junction,Ashok Nagar,"CHI = 26 | 10.8% Junction, 40.6% Vehicle, 27.1% Violation, 14.1% Density, 1.9% Recurrence, 5.4% Temporal"
HS_8961892438bffff,26.06600236107518,Low,2193,No Junction,Madiwala,"CHI = 26 | 10.8% Junction, 40.6% Vehicle, 27.1% Violation, 14.1% Density, 1.9% Recurrence, 5.4% Temporal"
HS_8961892568fffff,26.06600236107518,Low,2194,No Junction,HAL Old Airport,"CHI = 26 | 10.8% Junction, 40.6% Vehicle, 27.1% Violation, 14.1% Density, 1.9% Recurrence, 5.4% Temporal"
HS_8961892418fffff,26.063116258083458,Low,2195,No Junction,Hulimavu,"CHI = 26 | 10.8% Junction, 27.1% Vehicle, 35.2% Violation, 18.9% Density, 2.6% Recurrence, 5.4% Temporal"
HS_8961892cd67ffff,26.022362430196537,Low,2196,No Junction,R.T. Nagar,"CHI = 26 | 10.9% Junction, 27.1% Vehicle, 33.9% Violation, 10.5% Density, 1.3% Recurrence, 16.3% Temporal"
HS_8961892cc7bffff,26.022362430196537,Low,2197,No Junction,Hennuru,"CHI = 26 | 10.9% Junction, 33.9% Vehicle, 27.1% Violation, 10.5% Density, 1.3% Recurrence, 16.3% Temporal"
HS_8960169746fffff,26.022362430196537,Low,2198,No Junction,Chikkajala,"CHI = 26 | 10.9% Junction, 33.9% Vehicle, 27.1% Violation, 10.5% Density, 1.3% Recurrence, 16.3% Temporal"
HS_8960169605bffff,26.022362430196537,Low,2199,No Junction,Yelahanka,"CHI = 26 | 10.9% Junction, 27.1% Vehicle, 33.9% Violation, 10.5% Density, 1.3% Recurrence, 16.3% Temporal"
HS_89601696013ffff,26.010581482469846,Low,2200,No Junction,Yelahanka,"CHI = 26 | 10.9% Junction, 33.9% Vehicle, 27.2% Violation, 20.7% Density, 1.9% Recurrence, 5.4% Temporal"
HS_8961892198bffff,25.967005727960146,Low,2201,No Junction,Whitefield,"CHI = 26 | 10.9% Junction, 40.8% Vehicle, 27.2% Violation, 4.2% Density, 0.7% Recurrence, 16.3% Temporal"
HS_8960145187bffff,25.897834603906954,Low,2202,No Junction,Kengeri,"CHI = 26 | 10.9% Junction, 27.3% Vehicle, 40.9% Violation, 14.2% Density, 1.3% Recurrence, 5.5% Temporal"
