spatiotemporal_hotspot_id,temporal_block,violation_count,dominant_junction,dominant_vehicle_type,dominant_violation_type,dominant_police_station
8961892ead3ffff_Night_21-07,Night (21-07),2,No Junction,HEAVY_COMMERCIAL,NO PARKING,Banaswadi
8961892ed73ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,LIGHT_COMMERCIAL,WRONG PARKING,Halasur
89601458503ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,BUS,WRONG PARKING,Jnanabharathi
8961892ed73ffff_Office_Hours_10-16,Office Hours (10-16),2,No Junction,TWO_WHEELER,NO PARKING,Halasur
8961892eb13ffff_Night_21-07,Night (21-07),2,No Junction,AUTO_RICKSHAW,WRONG PARKING,Pulikeshinagar(F.Town)
896189252c3ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,AUTO_RICKSHAW,PARKING IN A MAIN ROAD,HAL Old Airport
8961892eb0fffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,TWO_WHEELER,WRONG PARKING,K.G. Halli
89618924423ffff_Night_21-07,Night (21-07),2,No Junction,BUS,WRONG PARKING,Hulimavu
8961892ead7ffff_Night_21-07,Night (21-07),2,No Junction,CAR_JEEP,NO PARKING,Banaswadi
8961892087bffff_Night_21-07,Night (21-07),2,No Junction,LIGHT_COMMERCIAL,PARKING IN A MAIN ROAD,Whitefield
8961892533bffff_Night_21-07,Night (21-07),2,BTP146 - Domlur Water Tank,CAR_JEEP,WRONG PARKING,Halasur
89618925373ffff_Morning_Rush_07-10,Morning Rush (07-10),2,"BTP148 - 17th Main, Doopanahalli Bus Stop",AUTO_RICKSHAW,NO PARKING,Jeevanbheemanagar
89618920907ffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,TWO_WHEELER,PARKING IN A MAIN ROAD,Bellandur
8960169011bffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,CAR_JEEP,NO PARKING,Devanahalli Airport
89618925347ffff_Night_21-07,Night (21-07),2,"BTP148 - 17th Main, Doopanahalli Bus Stop",CAR_JEEP,NO PARKING,Jeevanbheemanagar
8961892ed77ffff_Office_Hours_10-16,Office Hours (10-16),2,No Junction,TWO_WHEELER,NO PARKING,Halasur
89618920923ffff_Office_Hours_10-16,Office Hours (10-16),2,No Junction,TWO_WHEELER,NO PARKING,HAL Old Airport
896189243dbffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,AUTO_RICKSHAW,WRONG PARKING,Madiwala
8961892ea83ffff_Night_21-07,Night (21-07),2,No Junction,AUTO_RICKSHAW,NO PARKING,Banaswadi
8961892ea83ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,LIGHT_COMMERCIAL,WRONG PARKING,Banaswadi
89618925373ffff_Evening_Rush_16-21,Evening Rush (16-21),2,"BTP148 - 17th Main, Doopanahalli Bus Stop",AUTO_RICKSHAW,NO PARKING,Jeevanbheemanagar
896189254d7ffff_Night_21-07,Night (21-07),2,No Junction,CAR_JEEP,NO PARKING,HAL Old Airport
8960145164fffff_Night_21-07,Night (21-07),2,No Junction,TWO_WHEELER,PARKING IN A MAIN ROAD,K.S. Layout
896189209b7ffff_Night_21-07,Night (21-07),2,No Junction,CAR_JEEP,WRONG PARKING,Bellandur
896014585abffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,WRONG PARKING,Jnanabharathi
896189256cfffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,CAR_JEEP,NO PARKING,HAL Old Airport
8961892580bffff_Evening_Rush_16-21,Evening Rush (16-21),2,BTP134 - Mico Bande,HEAVY_COMMERCIAL,WRONG PARKING,Adugodi
89618925813ffff_Night_21-07,Night (21-07),2,BTP126 - Dairy Circle,CAR_JEEP,NO PARKING,Adugodi
896014514d7ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,WRONG PARKING,Thalagattapura
896189242a3ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,HEAVY_COMMERCIAL,WRONG PARKING,HSR Layout
89618925833ffff_Night_21-07,Night (21-07),2,BTP126 - Dairy Circle,AUTO_RICKSHAW,NO PARKING,Wilson Garden
89618925837ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,AUTO_RICKSHAW,NO PARKING,Wilson Garden
8961892e9afffff_Office_Hours_10-16,Office Hours (10-16),2,BTP211 - Central Street Junction,TWO_WHEELER,WRONG PARKING,Shivajinagar
8961892583bffff_Night_21-07,Night (21-07),2,"BTP123 - 10th Cross, Wilson Garden",AUTO_RICKSHAW,NO PARKING,Adugodi
896014585abffff_Night_21-07,Night (21-07),2,No Junction,TWO_WHEELER,WRONG PARKING,Jnanabharathi
8960145b60bffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,AUTO_RICKSHAW,WRONG PARKING,R.T. Nagar
896014585afffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,WRONG PARKING,Jnanabharathi
89618920a87ffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,CAR_JEEP,NO PARKING,Whitefield
8960145b527ffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,AUTO_RICKSHAW,WRONG PARKING,Magadi Road
89601458603ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,WRONG PARKING,Vijayanagara
8961892428bffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,TWO_WHEELER,WRONG PARKING,HSR Layout
8961892586fffff_Morning_Rush_07-10,Morning Rush (07-10),2,BTP122 - Siddapura Junction,AUTO_RICKSHAW,NO PARKING,Wilson Garden
89618920aa7ffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,CAR_JEEP,PARKING NEAR ROAD CROSSING,Whitefield
8961892e997ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,AUTO_RICKSHAW,NO PARKING,Halasur
8961892ee97ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,TWO_WHEELER,PARKING IN A MAIN ROAD,Banaswadi
8961892565bffff_Night_21-07,Night (21-07),2,No Junction,AUTO_RICKSHAW,PARKING IN A MAIN ROAD,HAL Old Airport
896189255dbffff_Office_Hours_10-16,Office Hours (10-16),2,No Junction,TWO_WHEELER,WRONG PARKING,Bellandur
89618920a4fffff_Night_21-07,Night (21-07),2,No Junction,LIGHT_COMMERCIAL,NO PARKING,Whitefield
896189242c3ffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,TWO_WHEELER,WRONG PARKING,HSR Layout
896189209cfffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,TWO_WHEELER,PARKING IN A MAIN ROAD,HAL Old Airport
8961892ea17ffff_Night_21-07,Night (21-07),2,No Junction,CAR_JEEP,WRONG PARKING,Banaswadi
89618925567ffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,CAR_JEEP,NO PARKING,HSR Layout
89618920a23ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,AUTO_RICKSHAW,WRONG PARKING,HAL Old Airport
8961892ea0fffff_Night_21-07,Night (21-07),2,No Junction,CAR_JEEP,NO PARKING,Banaswadi
8960145b5b3ffff_Evening_Rush_16-21,Evening Rush (16-21),2,BTP213 - Royan Circle,HEAVY_COMMERCIAL,PARKING IN A MAIN ROAD,Chamarajpet
89618920a2bffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,CAR_JEEP,WRONG PARKING,HAL Old Airport
89618925577ffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,CAR_JEEP,NO PARKING,HSR Layout
8960145b5afffff_Night_21-07,Night (21-07),2,"BTP089 - Police Quarters, Sultan Road",AUTO_RICKSHAW,WRONG PARKING,Chamarajpet
89601458553ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,TWO_WHEELER,WRONG PARKING,Jnanabharathi
896189255a3ffff_Office_Hours_10-16,Office Hours (10-16),2,No Junction,TWO_WHEELER,NO PARKING,HSR Layout
896189242c7ffff_Night_21-07,Night (21-07),2,No Junction,CAR_JEEP,NO PARKING,HSR Layout
896189255abffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,WRONG PARKING,HSR Layout
89601458553ffff_Night_21-07,Night (21-07),2,No Junction,TWO_WHEELER,WRONG PARKING,Jnanabharathi
896189242c7ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,WRONG PARKING,HSR Layout
8961892e9cfffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,CAR_JEEP,NO PARKING,Pulikeshinagar(F.Town)
8960145b593ffff_Office_Hours_10-16,Office Hours (10-16),2,BTP082 - KR Market Junction,TWO_WHEELER,NO PARKING,City Market
896189255cfffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,TWO_WHEELER,WRONG PARKING,Bellandur
896189255d3ffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,AUTO_RICKSHAW,WRONG PARKING,Bellandur
896014584dbffff_Evening_Rush_16-21,Evening Rush (16-21),2,BTP067 - Jai Muni Rao Circle,CAR_JEEP,NO PARKING,Magadi Road
8961892037bffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,LIGHT_COMMERCIAL,PARKING IN A MAIN ROAD,Whitefield
89601458627ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,NO PARKING,Rajajinagar
896016966bbffff_Night_21-07,Night (21-07),2,No Junction,AUTO_RICKSHAW,NO PARKING,Yelahanka
89618924a9bffff_Night_21-07,Night (21-07),2,"BTP221 - 15th Cross, 24th Main, JP Nagar",CAR_JEEP,PARKING IN A MAIN ROAD,J.P. Nagar
89618924837ffff_Night_21-07,Night (21-07),2,No Junction,CAR_JEEP,NO PARKING,Thalagattapura
8960145808bffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,TWO_WHEELER,NO PARKING,Kamakshipalya
89618924ab7ffff_Night_21-07,Night (21-07),2,No Junction,CAR_JEEP,NO PARKING,K.S. Layout
8961892ed2bffff_Office_Hours_10-16,Office Hours (10-16),2,No Junction,CAR_JEEP,NO PARKING,Halasur
896016966afffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,NO PARKING,Yelahanka
896016966b3ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,NO PARKING,Yelahanka
89618924ad3ffff_Morning_Rush_07-10,Morning Rush (07-10),2,"BTP197 - 9th Cross, 24th Main, JP Nagar",CAR_JEEP,NO PARKING,J.P. Nagar
89618924ad7ffff_Night_21-07,Night (21-07),2,"BTP221 - 15th Cross, 24th Main, JP Nagar",CAR_JEEP,PARKING IN A MAIN ROAD,J.P. Nagar
896014582c3ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Rajajinagar
89618924a8bffff_Evening_Rush_16-21,Evening Rush (16-21),2,"BTP200 - 15th Cross, 33rd Main, JP Nagar",AUTO_RICKSHAW,WRONG PARKING,J.P. Nagar
89618924b1bffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,CAR_JEEP,NO PARKING,K.S. Layout
89618924b27ffff_Night_21-07,Night (21-07),2,No Junction,HEAVY_COMMERCIAL,NO PARKING,K.S. Layout
896016966c3ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,WRONG PARKING,Yelahanka
8961892ec73ffff_Night_21-07,Night (21-07),2,No Junction,CAR_JEEP,NO PARKING,Jeevanbheemanagar
89618924b47ffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,BUS,NO PARKING,K.S. Layout
89601458083ffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,BUS,NO PARKING,Kamakshipalya
89601458053ffff_Night_21-07,Night (21-07),2,No Junction,HEAVY_COMMERCIAL,NO PARKING,Peenya
89618924b4bffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,TWO_WHEELER,NO PARKING,K.S. Layout
89618924b57ffff_Night_21-07,Night (21-07),2,No Junction,CAR_JEEP,NO PARKING,K.S. Layout
89618924a93ffff_Night_21-07,Night (21-07),2,No Junction,TWO_WHEELER,WRONG PARKING,J.P. Nagar
89618924a87ffff_Office_Hours_10-16,Office Hours (10-16),2,"BTP161 - 15th Cross, 35th Main, JP Nagar",AUTO_RICKSHAW,NO PARKING,J.P. Nagar
8961892528bffff_Night_21-07,Night (21-07),2,No Junction,CAR_JEEP,NO PARKING,HAL Old Airport
89618924a27ffff_Evening_Rush_16-21,Evening Rush (16-21),2,BTP157 - Kadirenahalli Cross,CAR_JEEP,NO PARKING,K.S. Layout
8960145810bffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,AUTO_RICKSHAW,WRONG PARKING,Kamakshipalya
89618924933ffff_Office_Hours_10-16,Office Hours (10-16),2,No Junction,CAR_JEEP,NO PARKING,Thalagattapura
896016965abffff_Night_21-07,Night (21-07),2,No Junction,CAR_JEEP,WRONG PARKING,Kodigehalli
8961892ed0bffff_Night_21-07,Night (21-07),2,No Junction,CAR_JEEP,PARKING ON FOOTPATH,Halasur
8960169652bffff_Night_21-07,Night (21-07),2,No Junction,CAR_JEEP,WRONG PARKING,Yelahanka
89601458123ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,NO PARKING,Kamakshipalya
89601696513ffff_Night_21-07,Night (21-07),2,No Junction,TWO_WHEELER,WRONG PARKING,Kodigehalli
896014580cbffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Peenya
89618924a23ffff_Night_21-07,Night (21-07),2,BTP157 - Kadirenahalli Cross,CAR_JEEP,WRONG PARKING,K.S. Layout
89618924a3bffff_Evening_Rush_16-21,Evening Rush (16-21),2,"BTP117 - 9th Cross, Kanakapura Road",AUTO_RICKSHAW,NO PARKING,Jayanagara
896014581cfffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,NO PARKING,Kamakshipalya
89618924907ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,NO PARKING,Thalagattapura
89618924a4bffff_Office_Hours_10-16,Office Hours (10-16),2,"BTP191 - 40th Cross, 4th Main, Jayanagar",AUTO_RICKSHAW,NO PARKING,Jayanagara
896014580afffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Kamakshipalya
896189248cbffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,NO PARKING,J.P. Nagar
896189248c3ffff_Night_21-07,Night (21-07),2,No Junction,CAR_JEEP,NO PARKING,J.P. Nagar
896014581b7ffff_Night_21-07,Night (21-07),2,No Junction,HEAVY_COMMERCIAL,WRONG PARKING,Jnanabharathi
8961892eca3ffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,CAR_JEEP,NO PARKING,Jeevanbheemanagar
89601696637ffff_Night_21-07,Night (21-07),2,No Junction,LIGHT_COMMERCIAL,WRONG PARKING,Yelahanka
8960145809bffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,TWO_WHEELER,NO PARKING,Kamakshipalya
896014582d3ffff_Office_Hours_10-16,Office Hours (10-16),2,No Junction,TWO_WHEELER,NO PARKING,Rajajinagar
89601696993ffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,AUTO_RICKSHAW,NO PARKING,Chikkabanavara
896189246c7ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,TWO_WHEELER,NO PARKING,Bellandur
89618924473ffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,BUS,WRONG PARKING,Hulimavu
8961892ed53ffff_Night_21-07,Night (21-07),2,No Junction,AUTO_RICKSHAW,NO PARKING,Jeevanbheemanagar
8961892ebbbffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,CAR_JEEP,WRONG PARKING,Pulikeshinagar(F.Town)
89601697237ffff_Office_Hours_10-16,Office Hours (10-16),2,No Junction,LIGHT_COMMERCIAL,PARKING IN A MAIN ROAD,Chikkajala
89601690c73ffff_Night_21-07,Night (21-07),2,No Junction,TWO_WHEELER,NO PARKING,Chikkajala
89618924ec7ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,NO PARKING,J.P. Nagar
8960169739bffff_Night_21-07,Night (21-07),2,No Junction,CAR_JEEP,NO PARKING,Chikkajala
896189244c7ffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,CAR_JEEP,WRONG PARKING,Electronic City
89618924473ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,WRONG PARKING,Hulimavu
8961892512fffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,NO PARKING,Adugodi
89618925167ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,HEAVY_COMMERCIAL,WRONG PARKING,Ashok Nagar
8960169600fffff_Night_21-07,Night (21-07),2,No Junction,CAR_JEEP,NO PARKING,Yelahanka
8960145848bffff_Night_21-07,Night (21-07),2,"BTP025 - Puttamma Choultry, Nagarbhavi",CAR_JEEP,NO PARKING,Vijayanagara
896016976a7ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,TWO_WHEELER,PARKING IN A MAIN ROAD,Chikkajala
89601690467ffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,CAR_JEEP,NO PARKING,Devanahalli Airport
896016976afffff_Night_21-07,Night (21-07),2,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Chikkajala
8961892ed6bffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,NO PARKING,Halasur
89601690267ffff_Night_21-07,Night (21-07),2,No Junction,BUS,PARKING IN A MAIN ROAD,Devanahalli Airport
896014584c7ffff_Night_21-07,Night (21-07),2,"BTP025 - Puttamma Choultry, Nagarbhavi",LIGHT_COMMERCIAL,WRONG PARKING,Vijayanagara
896016901cfffff_Office_Hours_10-16,Office Hours (10-16),2,No Junction,CAR_JEEP,NO PARKING,Devanahalli Airport
896016901cfffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,CAR_JEEP,NO PARKING,Devanahalli Airport
89618924e7bffff_Morning_Rush_07-10,Morning Rush (07-10),2,BTP222 - Delmia Circle,TWO_WHEELER,NO PARKING,J.P. Nagar
89601690d8bffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Chikkajala
896016970dbffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Chikkajala
89618924e67ffff_Office_Hours_10-16,Office Hours (10-16),2,"BTP221 - 15th Cross, 24th Main, JP Nagar",CAR_JEEP,NO PARKING,J.P. Nagar
89601458033ffff_Night_21-07,Night (21-07),2,No Junction,HEAVY_COMMERCIAL,DEFECTIVE NUMBER PLATE,Kamakshipalya
89601458033ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,HEAVY_COMMERCIAL,NO PARKING,Kamakshipalya
896189246a7ffff_Night_21-07,Night (21-07),2,No Junction,CAR_JEEP,WRONG PARKING,Electronic City
896189246a3ffff_Night_21-07,Night (21-07),2,No Junction,AUTO_RICKSHAW,WRONG PARKING,Electronic City
896189246a3ffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,OTHER,NO PARKING,Electronic City
89601458367ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,TWO_WHEELER,WRONG PARKING,Kamakshipalya
89601692a5bffff_Night_21-07,Night (21-07),2,No Junction,CAR_JEEP,NO PARKING,Chikkajala
89618924cafffff_Night_21-07,Night (21-07),2,No Junction,CAR_JEEP,WRONG PARKING,Thalagattapura
8960145838bffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,OTHER,WRONG PARKING,Peenya
89601453343ffff_Night_21-07,Night (21-07),2,No Junction,CAR_JEEP,NO PARKING,Thalagattapura
89618924653ffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,CAR_JEEP,WRONG PARKING,Bellandur
89618924d1bffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,TWO_WHEELER,WRONG PARKING,Thalagattapura
89601696dafffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,WRONG PARKING,Chikkabanavara
8960169115bffff_Night_21-07,Night (21-07),2,No Junction,CAR_JEEP,H T V PROHIBITED,Devanahalli Airport
89618924e27ffff_Office_Hours_10-16,Office Hours (10-16),2,No Junction,CAR_JEEP,WRONG PARKING,J.P. Nagar
8960169115bffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,HEAVY_COMMERCIAL,H T V PROHIBITED,Devanahalli Airport
8960145840bffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,CAR_JEEP,NO PARKING,Kamakshipalya
89618924e4bffff_Night_21-07,Night (21-07),2,BTP130 - GD Mara Junction,CAR_JEEP,NO PARKING,J.P. Nagar
8961892460bffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,HSR Layout
896014514c3ffff_Night_21-07,Night (21-07),2,No Junction,CAR_JEEP,NO PARKING,Thalagattapura
8961892493bffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,NO PARKING,Thalagattapura
89618920bc3ffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,CAR_JEEP,NO PARKING,HAL Old Airport
8961892e90fffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Pulikeshinagar(F.Town)
89618925c37ffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Mico Layout
8960145900bffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,WRONG PARKING,Jalahalli
89618920bb7ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,BUS,WRONG PARKING,HAL Old Airport
89618921d87ffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Whitefield
89618925c33ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,HEAVY_COMMERCIAL,PARKING IN A MAIN ROAD,Madiwala
89618925ac3ffff_Night_21-07,Night (21-07),2,BTP141 - Palmgroove Junction,CAR_JEEP,WRONG PARKING,Ashok Nagar
8960144b5b3ffff_Night_21-07,Night (21-07),2,No Junction,HEAVY_COMMERCIAL,WRONG PARKING,No Police Station
8960145b237ffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,HEAVY_COMMERCIAL,WRONG PARKING,Sadashivanagar
89618925aabffff_Night_21-07,Night (21-07),2,BTP172 - Nanjappa Circle,CAR_JEEP,NO PARKING,Ashok Nagar
89601459013ffff_Night_21-07,Night (21-07),2,No Junction,TWO_WHEELER,WRONG PARKING,Jalahalli
89618925b0bffff_Morning_Rush_07-10,Morning Rush (07-10),2,BTP192 - Urvashi Theater,AUTO_RICKSHAW,NO PARKING,City Market
896189258bbffff_Morning_Rush_07-10,Morning Rush (07-10),2,BTP126 - Dairy Circle,CAR_JEEP,PARKING IN A MAIN ROAD,Mico Layout
8960145120fffff_Night_21-07,Night (21-07),2,No Junction,CAR_JEEP,NO PARKING,Kengeri
8960145b19bffff_Morning_Rush_07-10,Morning Rush (07-10),2,BTP010 - Rajajinagar Entrance,CAR_JEEP,NO PARKING,Magadi Road
8961892f50bffff_Night_21-07,Night (21-07),2,No Junction,AUTO_RICKSHAW,WRONG PARKING,K.R. Pura
8961892410bffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,TWO_WHEELER,NO PARKING,Hulimavu
89601459007ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,NO PARKING,Jalahalli
89618921887ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,NO PARKING,Mahadevapura
8960145b2d3ffff_Night_21-07,Night (21-07),2,No Junction,HEAVY_COMMERCIAL,NO PARKING,R.T. Nagar
89618925a6bffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,TWO_WHEELER,WRONG PARKING,Cubbon Park
89601458c7bffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,AUTO_RICKSHAW,NO PARKING,Kamakshipalya
8960145b2bbffff_Night_21-07,Night (21-07),2,No Junction,CAR_JEEP,NO PARKING,Sadashivanagar
8960145b083ffff_Evening_Rush_16-21,Evening Rush (16-21),2,BTP054 - Shivananda Circle,CAR_JEEP,NO PARKING,High ground
89618920babffff_Office_Hours_10-16,Office Hours (10-16),2,No Junction,TWO_WHEELER,WRONG PARKING,HAL Old Airport
89618920bb7ffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,HAL Old Airport
8961892418bffff_Night_21-07,Night (21-07),2,No Junction,TWO_WHEELER,NO PARKING,Hulimavu
89601458e53ffff_Night_21-07,Night (21-07),2,No Junction,TWO_WHEELER,WRONG PARKING,Kamakshipalya
8960145b2afffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,CAR_JEEP,WRONG PARKING,Malleshwaram
89618925a93ffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,AUTO_RICKSHAW,NO PARKING,Ashok Nagar
89618921d43ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Whitefield
89618925a6fffff_Office_Hours_10-16,Office Hours (10-16),2,No Junction,CAR_JEEP,WRONG PARKING,Cubbon Park
8961892e647ffff_Night_21-07,Night (21-07),2,No Junction,AUTO_RICKSHAW,WRONG PARKING,K.R. Pura
89618925a73ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Ashok Nagar
8961892416bffff_Night_21-07,Night (21-07),2,No Junction,CAR_JEEP,NO PARKING,Mico Layout
8960145b26bffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,CAR_JEEP,WRONG PARKING,Sadashivanagar
8960145b253ffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,BUS,NO PARKING,R.T. Nagar
8961892288bffff_Morning_Rush_07-10,Morning Rush (07-10),2,No Junction,BUS,PARKING ON FOOTPATH,No Police Station
8960145b197ffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,HEAVY_COMMERCIAL,PARKING IN A MAIN ROAD,Magadi Road
89618920bc7ffff_Night_21-07,Night (21-07),2,No Junction,LIGHT_COMMERCIAL,WRONG PARKING,HAL Old Airport
8960145b0b3ffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,AUTO_RICKSHAW,NO PARKING,Sheshadripuram
896189240b3ffff_Night_21-07,Night (21-07),2,No Junction,BUS,WRONG PARKING,Hulimavu
8960145b0cbffff_Evening_Rush_16-21,Evening Rush (16-21),2,BTP032 - Windsor Circle,CAR_JEEP,WRONG PARKING,Sheshadripuram
89618925ba7ffff_Evening_Rush_16-21,Evening Rush (16-21),2,BTP184 - Lalbagh West Gate,CAR_JEEP,NO PARKING,Basavanagudi
8961892f66bffff_Night_21-07,Night (21-07),2,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,K.R. Pura
8960145b067ffff_Evening_Rush_16-21,Evening Rush (16-21),2,No Junction,CAR_JEEP,NO PARKING,Malleshwaram
8960145b0c3ffff_Night_21-07,Night (21-07),2,BTP032 - Windsor Circle,CAR_JEEP,NO PARKING,Sheshadripuram
